wl	k
11.11111	0.75582
11.16071	0.78838
11.21076	0.82120
11.26126	0.85424
11.31222	0.88745
11.36364	0.92076
11.41553	0.95414
11.46789	0.98753
11.52074	1.02086
11.57407	1.05408
11.62791	1.08709
11.68224	1.11982
11.73709	1.15215
11.79245	1.18396
11.84834	1.21509
11.90476	1.24536
11.96172	1.27459
12.01923	1.30251
12.07729	1.32886
12.13592	1.35333
12.19512	1.37557
12.25490	1.39519
12.31527	1.41178
12.37624	1.42491
12.43781	1.43413
12.50000	1.43901
12.56281	1.43915
12.62626	1.43422
12.69036	1.42396
12.75510	1.40823
12.82051	1.38706
12.88660	1.36060
12.95337	1.32918
13.02083	1.29327
13.08901	1.25349
13.15789	1.21053
13.22751	1.16515
13.29787	1.11812
13.36898	1.07018
13.44086	1.02202
13.51351	0.97425
13.58696	0.92738
13.66120	0.88181
13.73626	0.83788
13.81215	0.79580
13.88889	0.75574
13.96648	0.71776
14.04494	0.68192
14.12429	0.64819
14.20455	0.61654
14.28571	0.58690
